Uganda	UG
Nangataret Kaakodiam	UG
Loolimo	UG
Lokwangamoru	UG
Nyarubara	UG
Zulia Central Forest Reserve	UG
Zulia	UG
Zowa	UG
Zoroma Mission	UG
Zoroma	UG
Zombo	UG
Zoka Forest	UG
Zoka	UG
Ziru Island	UG
Ziru Island	UG
Ziru Island	UG
Ziru	UG
Ziro Island	UG
Zirobwe	UG
Zirizi	UG
Zirimiti Swamp	UG
Zirimiti	UG
Zira	UG
Zintengeze	UG
Zingili	UG
Zingele	UG
Zinga Island	UG
Zinga Bay	UG
Zinga	UG
Zinat	UG
Zina	UG
Zimwe	UG
Zimwa	UG
Zimuddi	UG
Zigwe Island	UG
Zigu Point	UG
Zigulu	UG
Zibira Point	UG
Ziba	UG
Ziba	UG
Ziba	UG
Zeu	UG
Zerwa	UG
Zengebe	UG
Zanyiro	UG
Zambi	UG
Zaiwa	UG
Dzaipi	UG
Yumbe	UG
Yubwe Island	UG
Yoyo	UG
Yole	UG
Yokaman	UG
Yivu	UG
Yivu	UG
Yingbay	UG
Yidu	UG
Yeriya	UG
Yengeji	UG
Yenga	UG
Yelula	UG
Yelele	UG
Yazi	UG
Yawambi	UG
Yamu	UG
Wunga	UG
Wunga	UG
Woyi	UG
Wop	UG
Wolo	UG
Wobulenzi	UG
Wiria	UG
Tomb of Winyi	UG
Williams Bay	UG
Wila	UG
Wila	UG
Wigweng	UG
Wiceri	UG
Wiceri Forest Reserve	UG
Wiawer	UG
Wesunire	UG
West Madi County	UG
Western Province	UG
West Bugwe Forest Reserve	UG
West Budama County	UG
Wesikire	UG
Wesigiire	UG
Wesikire	UG
Wera Bay	UG
Wera	UG
Wekomire	UG
Weiga	UG
Wazimenya Bay	UG
Wazele	UG
Fort Wavertree	UG
Watuba	UG
Watuba	UG
Watuba	UG
Watuba	UG
Watoke	UG
Barituku	UG
Wati	UG
Watamagufu	UG
Wataka	UG
Wasa	UG
Wasa	UG
Warukiri	UG
Warugo	UG
Wariki	UG
Waragwomi	UG
War	UG
War	UG
Wapet	UG
Wapet	UG
Wantuluntu	UG
Wantabu	UG
Wansolo	UG
Wanseko	UG
Wankobe	UG
Wankata	UG
Wankaka	UG
Wanka	UG
Wanjagi	UG
Wangutusi	UG
Wangobo	UG
Wangobo	UG
Wangkwar	UG
Wangero	UG
Wangale	UG
Wanfufu	UG
Wandulu	UG
Wanica	UG
Wandi	UG
Wandegeya	UG
Wandala	UG
Wandaka	UG
Wandagi	UG
Wanandsawa	UG
Wanandsawa	UG
Wananda	UG
Wanale	UG
Wamusenyi	UG
Wamulongo	UG
Wamukende	UG
Wampologoma	UG
Nawampendo	UG
Wamikira	UG
Wamfuru	UG
Wambabyo	UG
Wambabya	UG
Wambabya	UG
Wamango	UG
Wamalagwe	UG
Lake Wamala	UG
Wamala	UG
Wamala	UG
Walykubya	UG
Walwibo	UG
Waluvule	UG
Walusi	UG
Walusi	UG
Walulumbu Forest Reserve	UG
Walukota	UG
Walukoge	UG
Walugogo	UG
Walugogo	UG
Walina	UG
Walile	UG
Waliga	UG
Walasi	UG
Walabungo	UG
Wakyato	UG
Wakukuta	UG
Wakiso	UG
Wakiso	UG
Wakisani	UG
Wakibombo	UG
Waki	UG
Waki	UG
Wakayiba	UG
Wakawungu	UG
Bweyagya	UG
Wakawaka	UG
Wakatanga	UG
Waka Swamp	UG
Wakasimba	UG
Wakasimba	UG
Waka	UG
Wajala	UG
Wajala	UG
Waiya Bay	UG
Waitwe Island	UG
Waiswa	UG
Waisoke	UG
Waisembe	UG
Nairumba	UG
Wairingo	UG
Wairaka	UG
Wainya	UG
Waimwe	UG
Waikalakaka	UG
Ihagalo	UG
Waiga	UG
Waigabu	UG
Waibuga	UG
Waibalaibi	UG
Waiasi Island	UG
Wagawaga	UG
Wagala	UG
Wagagai	UG
Wado	UG
Wadja	UG
Wadelai	UG
Wadelai	UG
Wabuziba Island	UG
Wabusana	UG
Wabusana	UG
Wabulungu	UG
Wabulenga	UG
Wabukala	UG
Wabiyinja	UG
Wabitosi	UG
Wabitoki	UG
Wabitembe Island	UG
Wabisisi	UG
Wabisisa	UG
Wabisi	UG
Wabirombe	UG
Wabiri	UG
Wabinyonyi	UG
Wabinyomo Forest Reserve	UG
Wabinwa	UG
Wabilumba	UG
Wabikokoma	UG
Wabigoli	UG
Wabigalo	UG
Wabigali	UG
Wabibo	UG
Wol	UG
Vurra County	UG
Vurra	UG
Vurr	UG
Vumbe	UG
Vumba Island	UG
Vumba Bay	UG
Vumba	UG
Vumba	UG
Vumba	UG
Ivukula	UG
Vubyabirenge	UG
Voku	UG
Visa Island	UG
Virika	UG
Villa Maria	UG
Victoria Nile	UG
Uzu	UG
Utut	UG
Utumbari	UG
Utrutru	UG
Usuku County	UG
Usuku	UG
Usu	UG
Usom	UG
Use	UG
Urudri	UG
Upe County	UG
Unyi	UG
Unyama	UG
Umuddi	UG
Umi	UG
Uluko	UG
Uluko	UG
Olido	UG
Uletia	UG
Uleppi	UG
Okuti	UG
Ukutat	UG
Ukha	UG
Ukadakya	UG
Ujuku	UG
Uguruku	UG
Republic of Uganda	UG
Ugana Passage	UG
Udupi	UG
Udrua	UG
Odyaa	UG
Uchi	UG
Tyabire	UG
Tyabira	UG
Tweyanze	UG
Tweyanze	UG
Twalek	UG
Tutui	UG
Tuskini	UG
Turutoko	UG
Turupok	UG
Turukang	UG
Turkwell	UG
Turkana	UG
Tungolengole	UG
Tumbo	UG
Tumbi Forest Reserve	UG
Tumba	UG
Tura	UG
Tula	UG
Tukat	UG
Tukaliri	UG
Tugumu	UG
Tubi Point	UG
Tuba	UG
Ttaba	UG
Toya Point	UG
Towa Forest	UG
Towa	UG
Torote	UG
Tororo County	UG
Tororo Rock	UG
Tororo	UG
Toror	UG
Torone	UG
Torome	UG
Toroma	UG
Toro Game Reserve	UG
Toro District	UG
Torkili	UG
Tonya	UG
Tongo	UG
Tondolo	UG
Tondola	UG
Tondegejerako	UG
Tonda	UG
Tomi Bay	UG
Tomi	UG
Tome Bay	UG
Tomi	UG
Tolwe	UG
Tokwe	UG
Tokaru	UG
Tochi	UG
Tiya	UG
Titim	UG
Titi	UG
Tisai Island	UG
Tiriri	UG
Tiira	UG
Timu Forest Reserve	UG
Timba	UG
Tilling	UG
Tikitik	UG
Tiguhonoka	UG
Tididiek	UG
Tiama	UG
Thruston Bay	UG
Fort Thruston	UG
Thokotukei	UG
Thoboto	UG
Thithing	UG
Theno	UG
Theau	UG
Thakale	UG
Tero Forest	UG
Terinyi Ferry	UG
Tirinyi	UG
Teretok	UG
Terego County	UG
Te-Okot	UG
Tente	UG
Tende Point	UG
Tende Bay	UG
Temanikali	UG
Temangalo	UG
Telwa	UG
Telamot	UG
Tekala	UG
Teilwa	UG
Teginya	UG
Tegeress	UG
Tegela	UG
Tegaligwa	UG
Tedua	UG
Teboke	UG
Te'bito	UG
Tebalowoza	UG
Tebakoli	UG
Tavu Island	UG
Tata	UG
Tarogali	UG
Tarach	UG
Tara	UG
Tantala	UG
Tangiri	UG
Tangi	UG
Tangala	UG
Tamu	UG
Takajunge	UG
Tademeri	UG
Tabuk	UG
Tabagonyi	UG
Taba	UG
Taba	UG
Taan	UG
Taan Valley	UG
Swagere	UG
Susok	UG
Eradji	UG
Supa	UG
Suni	UG
Sungira	UG
Sunga	UG
Sunga	UG
Sunga	UG
Sunga	UG
Sunga	UG
Sunga	UG
Sundet	UG
Sume	UG
Dsukulu	UG
Osukuru	UG
Suguru	UG
Suugu-Mutwa	UG
Sugu-Lugala	UG
Sugu	UG
Suam	UG
Ssenya	UG
Mount Speke	UG
Sozi Point	UG
Sozi	UG
Sowe Island	UG
Sawe	UG
Sova	UG
South Musambwa Island	UG
Southern Province	UG
South Busoga Forest Reserve	UG
South Bugisu County	UG
Soroti Station	UG
Soroti County	UG
Soroti	UG
Soroti	UG
Sopsop	UG
Sonso	UG
Sonso	UG
Soni	UG
Sonde	UG
Soona	UG
Somoli	UG
Sombwe	UG
Solo	UG
Sole	UG
Sokotuket	UG
Sokot	UG
Sokolo	UG
Sokober	UG
Sogwass	UG
Sogonso	UG
Sogolimen	UG
Sogolimen	UG
Sogolelo	UG
Sogohi	UG
Sobya	UG
Soba	UG
Situr	UG
Situi	UG
Siti	UG
Sitambogo	UG
Sitambogo	UG
Sisiwaki	UG
Sisi	UG
Sisa	UG
Ssisa	UG
Siroko	UG
Sironko	UG
Siro Island	UG
Siriba	UG
Sipi	UG
Sipi	UG
Sipi	UG
Siowe	UG
Sinze Bay	UG
Sinyu	UG
Sinya	UG
Singya	UG
Singo County	UG
Singiro	UG
Sindiro Island	UG
Simu Island	UG
Simwe	UG
Simu	UG
Simu	UG
Simitiu	UG
Simbli	UG
Simba Falls	UG
Simba	UG
Simba	UG
Simba	UG
Silobera	UG
Silobera	UG
Sikyogere	UG
Sikye	UG
Sikye	UG
Sikunga	UG
Sikuda	UG
Sikanki Island	UG
Sikakoko	UG
Sigulu Island	UG
Sigogwesere	UG
Siggi	UG
Sifuyo	UG
Sido	UG
Siba	UG
Siba	UG
Siavona	UG
Shuku	UG
Shongi	UG
Shisha	UG
Shema County	UG
Sezibwa Forest	UG
Sezibwa	UG
Seeta Station	UG
Seeta	UG
Seta	UG
Seeta	UG
Sesiriba	UG
Seseme	UG
Sese Islands	UG
Sese County	UG
Ssese	UG
Serinya Island	UG
Serinya	UG
Serinya	UG
Seri	UG
Seretyo	UG
Serere County	UG
Serere	UG
Serengete	UG
Serenge	UG
Sere	UG
Senyi Bay	UG
Senyi	UG
Senyi	UG
Sentwe Island	UG
Sentema	UG
Senge	UG
Senge	UG
Senene	UG
Senene	UG
Senendet	UG
Senda Estate	UG
Semuto	UG
Semuto	UG
Semunya Swamp	UG
Semuganja Omutono	UG
Semuganja Omunene	UG
Semuganja Islands	UG
Semugabi	UG
Sempya	UG
Sempaya	UG
Sempaya	UG
Sempaya	UG
Sempa	UG
Semliki National Park	UG
Lake Semere	UG
Sembula	UG
Sembabule	UG
Sekiwunga	UG
Sekanyonyi	UG
Sekamuli	UG
Seja	UG
Tsekururu	UG
Segeru	UG
Segero	UG
Sege Island	UG
Seganga	UG
Segamba Island	UG
Seta	UG
Seeta	UG
Sebwe	UG
Sebugoro	UG
Sebanda	UG
Sazike	UG
Sazi	UG
Sasasa	UG
Sasa	UG
Sara	UG
Sapiri	UG
Sanyu	UG
Sansa	UG
Sanje	UG
Sanika	UG
Sangwe	UG
Sangula	UG
Sangor	UG
Sango Bay	UG
River Sango	UG
Sango	UG
Sango	UG
Sanga Island	UG
Sanga Island	UG
Sanga Island	UG
Sangai	UG
Sanga	UG
Sanga	UG
Sunga	UG
Sanga	UG
Sanga	UG
Samoka Island	UG
Samia Bugwe County	UG
Sambwe	UG
Sambwa	UG
Sambiye	UG
Sambiye	UG
Sambiyu	UG
Samaisi	UG
Sama	UG
Salisbury Channel	UG
Lake Bisina	UG
Sali Island	UG
Salami	UG
Salama	UG
Salalira	UG
Sala	UG
Sala	UG
Sula	UG
Sala	UG
Sakabusolo	UG
Sakabusolo	UG
Sakabusolo	UG
Lake Saka	UG
Saka	UG
Sagitu Island	UG
Sagala	UG
Saba	UG
Saba	UG
Ryeru	UG
Ryangabi	UG
Ryamurunga	UG
Ryakagongo	UG
Ryabagoma	UG
Rwot	UG
Rwonyo	UG
Rwomuhoro	UG
Rwoho	UG
Rwoho	UG
Rwobusisi	UG
Rwihingo	UG
Rwigo	UG
Rwesirabo	UG
Rweshama	UG
Rwera	UG
Rwentuha	UG
Rwentobo	UG
Rwentobo	UG
Rwentanga	UG
Rwensunga	UG
Rwensinga	UG
Rwenshama	UG
Rwensandi	UG
Rwensama	UG
Rwenkuba	UG
Rwenkuba	UG
Rwenkuba	UG
Rwenkondo	UG
Rwenjuvo	UG
Rwenjura	UG
Rwenjaza	UG
Rwengwe	UG
Rwengwe	UG
Rwengwe	UG
Rwengoma	UG
Rwengoha	UG
Rwengo	UG
Rwengo	UG
Rwene	UG
Rwendama	UG
Rwempuno	UG
Rwempungu	UG
Rwempogo	UG
Rwemigina	UG
Rwemiaga	UG
Rwembwa	UG
Rwembogo	UG
Rwemamba	UG
Rwekunye	UG
Rweichiniro	UG
Rweibumba	UG
Rweibare	UG
Rwebishengo	UG
Rwebirago	UG
Rwebikwato	UG
Rwebikoba	UG
Rwawurumba	UG
Rwasunju	UG
Rwashamaire	UG
Rwanzu	UG
Rwanzu	UG
Rwanzha	UG
Rwanyangwe	UG
Rwanyampazi	UG
Rwanyamahembe	UG
Rwanyabukoba	UG
Rwantsinga	UG
Rwankunga	UG
Rwankuba	UG
Rwangirire	UG
Rwanga	UG
Rwanamira	UG
Rwamutwaikya	UG
Rwamunyonyi	UG
Rwamunku	UG
Rwamuhara	UG
Rwamugozi	UG
Rwamucucu	UG
Rwampungu	UG
Rwampara County	UG
Rwamasha	UG
Rwamarongo	UG
Rwamarengi	UG
Rwamanja	UG
Rwamakukuru	UG
Rwamahwa	UG
Rwamahano	UG
Rwamabondo	UG
Rwamabale	UG
Rwamabale	UG
Rwakungwe	UG
Rwakororo	UG
Rwakiriba	UG
Rwakatwaro	UG
Rwakasaija	UG
Rwaitengya	UG
Rwaitengya	UG
Rwahunga	UG
Rwagimba	UG
Rwabatwa	UG
Rwabarera	UG
Rwabanjeri	UG
Ruzhumbura County	UG
Ruzhozho	UG
Ruyonza	UG
Ruyanja	UG
Ruyanga	UG
Ruwuila	UG
Queen Elizabeth National Park	UG
Rwenzori Forest Reserve	UG
Ruwengabi Dam	UG
Rutungu	UG
Rutondo	UG
Rutonde	UG
Rutoma	UG
Rutoma	UG
Rutoma	UG
Rutoma	UG
Rutoma	UG
Rutoma	UG
Rutoma	UG
Rutoma	UG
Rutooma	UG
Rutokye	UG
Rutoba	UG
Ruti	UG
Rutete	UG
Rutenga	UG
Rutebe	UG
Rutara	UG
Rutanda	UG
Rutanda	UG
Rutale	UG
Rusya	UG
Ruswa	UG
Rusozi	UG
Rusiga	UG
Rushunga	UG
Rushozi	UG
Rushoroza	UG
Rushoma	UG
Rusho	UG
Rushere	UG
Rushenyi	UG
Rushaya	UG
Rushasha	UG
Rushango	UG
Rushambya	UG
Rushambia	UG
Rusekere	UG
Rusangwe	UG
Rusabbasabbie	UG
Ruruku	UG
Rurandura	UG
Ruragara	UG
Rupa	UG
Runoni	UG
Rungu	UG
Runga	UG
Rumugwe	UG
Rumogi	UG
Rumogi	UG
Rumira	UG
Rumbaire	UG
Lake Ruma	UG
Rukuzi	UG
Rukungiri	UG
Rukukuru	UG
Rukorohwa	UG
Rukoni	UG
Rukoni	UG
Rukondo	UG
Rukoma	UG
Rukoki	UG
Rukoki	UG
Rukiri	UG
Rukinga	UG
Rukiga County	UG
Rukenga	UG
Ruizi	UG
Ruizi	UG
Ruimi	UG
Ruiga	UG
Ruiga	UG
Ruhunde	UG
Ruhuma	UG
Ruhoroberwa	UG
Ruhoko	UG
Ruhoko	UG
Ruhobo	UG
Ruhiri	UG
Ruhira	UG
Ruhinda	UG
Ruhimbu	UG
Ruhezamyenda	UG
Ruhewa	UG
Ruhengere	UG
Ruhendwa	UG
Ruhara	UG
Ruhanga	UG
Ruhanga	UG
Ruhandagazi	UG
Ruhama	UG
Rugyeyo	UG
Rugyeye	UG
Ruguti	UG
Rugorogoro	UG
Rugora	UG
Rugonjo	UG
Rugongo	UG
Rugongo	UG
Rugongo	UG
Rugingi	UG
Rugezi	UG
Rugeza	UG
Rugendabalo	UG
Rugazi	UG
Rugasha	UG
Rugarama	UG
Rugangi	UG
Rugando	UG
Rugando	UG
Rugando	UG
Rugalama	UG
Rugaga	UG
Rugaga	UG
Rugaga	UG
Rufuha	UG
Ruerere	UG
Ruentondo	UG
Ruchenche	UG
Rubuzigye	UG
Rubunu	UG
Rubuguli	UG
Rubu	UG
Ruborogota	UG
Rubongi	UG
Lake Rubondo	UG
Rubona	UG
Rubirizi	UG
Rubirizi	UG
Rubirizi	UG
Rubingo	UG
Rubindi	UG
Rubindi	UG
Lake Rubi	UG
Rubeya	UG
Rubeya	UG
Rubaya	UG
Rubaya	UG
Rubaya	UG
Rubanga	UG
Rubanga	UG
Rubanga	UG
Rubanda County	UG
Rubanda	UG
Lubaga	UG
Rubabu	UG
Rubaare	UG
Rubaare	UG
Ruato	UG
Ruatema	UG
Ruangi	UG
Ruajunju	UG
Ruahunga	UG
Ruachibi	UG
Ruabonyo	UG
Ru	UG
Rosebery Channel	UG
Roregay	UG
Rongolo	UG
Rom III	UG
Rombuzi	UG
Rom	UG
Orom	UG
Rom	UG
Fort Roddy	UG
Rocherel	UG
Riwa	UG
Risai	UG
Ririma	UG
Rigbonga	UG
Rigbo	UG
Riero	UG
Rhino Camp	UG
Lere	UG
Rengen	UG
Rebi	UG
Ayito	UG
Ramafuta Island	UG
Rakai	UG
Raguka	UG
Ragem	UG
Rabu	UG
Rabongo	UG
Puta	UG
Puru	UG
Purongo	UG
Purok	UG
Pupu	UG
Pupu	UG
Puno Atar	UG
Pumit	UG
Pul	UG
Pudapud	UG
Pringle Bay	UG
Poru	UG
Port Bell	UG
Portal Peaks	UG
Porony	UG
Pongdwong	UG
Pokwero	UG
Paoko	UG
Pokia	UG
Poke	UG
Pogonga	UG
Puduti	UG
Podia	UG
Pita	UG
Piryar	UG
Pirre	UG
Piripa	UG
Pingire	UG
Pilkington Bay	UG
Pilitok	UG
Pilach	UG
Pila	UG
Pigire	UG
Pigire	UG
Pigire	UG
Pian County	UG
Petete	UG
Peta	UG
Peta	UG
Petta	UG
Petta	UG
Pei-Pei	UG
Pei	UG
Pearson Channel	UG
Payongo	UG
Payira	UG
Paya	UG
Paya	UG
Pawor	UG
Pawong	UG
Pawel	UG
Patonga	UG
Patongo	UG
Patiri	UG
Patiko	UG
Parombo	UG
Paroketto	UG
Paripari	UG
Paranga	UG
Paranga	UG
Putanga	UG
Paranga	UG
